Student_ID,Gender,Institution,Level,Course,CGPA,WAEC_Grades,UTME_Score
S09489,Other,UniJos,100,Medicine,2.38,5 A's,not available
S09490,Female,Uniport,200,Computer Science,3.61,5 D's,393
S09491,Female,UniJos,100,Engineering,1.94,9 B's,337
S09492,Male,UniIlorin,300,Engineering,2.52,8 D's,288
S09493,Female,UniIbadan,200,Engineering,4.53,8 D's, 
S09494,Female,Uniport,100,Medicine, ,,338
S09495,Male,UniIbadan,400,Computer Science,3.73,6 B's,330
S09496,Female,Uniben,400,Law, ,5 C's,238
S09497,Female,UniJos,400,Law, ,6 B's,NaN
S09498,Male,Uniben,100,Law,4.87,9 A's,191
S09499,Male,Uniben,200,Medicine,2.33,9 D's,356
S09500,Female,UniJos,100,Economics,4.74,5 B's,not available
S09501,Male,Uniben,300,Medicine,abc,9 C's,
S09502,Female,UniIlorin,300,Economics,1.77,5 C's,235
S09503,Male,UniIbadan,400,Engineering,1.91,6 A's,400
S09504,Male,UniIlorin,300,Accounting,4.58,,384
S09505,Female,UniJos,200,Accounting,1.39,5 B's,230
S09506,Male,UniJos,300,Economics,NaN,9 D's,340
S09507,Male,UniJos,300,Law,4.88,7 C's,248
S09508,Male,Unilag,200,Economics,2.85,8 C's,187
S09509,Male,UniIlorin,100,Economics,3.09,5 A's,327
S09510,Male,Uniport,100,Computer Science,2.94,6 D's,343
S09511,Male,Uniben,100,Economics,1.83,7 C's,335
S09512,Female,Uniben,100,Economics,4.57,8 B's,284
S09513,Male,Unilag,100,Law,3.96,6 A's,320
S09514,Male,Uniben,200,Computer Science,1.66,8 D's,181
S09515,Male,UniIlorin,300,Medicine,2.2,9 C's,336
S09516,Male,Uniben,300,Economics,1.39,9 B's,
S09517,Male,Uniport,100,Computer Science,1.62,5 D's,324
S09518,Male,Unizik,100,Medicine,1.82,,391
S09519,Female,Unilag,200,Medicine,,5 D's,334
S09520,Female,Uniport,200,Medicine,1.26,8 B's,abc
S09521,Male,Uniport,200,Engineering,1.35,5 D's,222
S09522,Female,Unizik,200,Law,1.15,6 D's,321
S09523,Male,UniIlorin,400,Engineering,2.46,5 A's,205
S09524,Female,UniJos,100,Medicine,,9 C's, 
S09525,Male,UniIbadan,300,Medicine,2.94,8 D's,384
S09526,Male,Unizik,300,Economics,4.45,9 C's,174
S09527,Male,UniIlorin,400,Engineering,2.03,8 C's,NaN
S09528,Female,Uniport,400,Computer Science,3.35,,316
S09529,Female,UniIlorin,300,Economics,2.38,9 D's,150
S09530,Male,UniIlorin,300,Economics, ,8 D's,213
S09531,Male,Uniport,100,Economics,4.25,8 A's,160
S09532,Female,UniIlorin,100,Accounting,1.22,8 D's,322
S09533,Male,UniJos,400,Economics,2.71,7 B's,264
S09534,Male,UniJos,300,Economics,1.72,5 A's,374
S09535,Female,UniIbadan,200,Engineering,4.49,5 C's,285
S09536,Male,Unizik,400,Medicine,,6 D's,205
S09537,Male,UniIlorin,400,Engineering,2.15,6 D's,288
S09538,Female,Uniben,100,Economics,4.28,5 D's,
S09539,Male,UniIlorin,300,Economics,,5 C's,394
S09540,Male,Unizik,300,Law,1.32,5 B's,359
S09541,Female,Uniport,200,Economics,2.41,9 A's,200
S09542,Male,Uniport,300,Accounting,1.47,9 D's,
S09543,Male,Uniport,200,Computer Science,3.25,7 C's,243
S09544,Male,Unilag,300,Economics,1.91,8 D's,216
S09545,Female,Uniport,400,Engineering,not available,9 A's,351
S09546,Male,Uniben,400,Law,1.53,5 C's,199
S09547,Male,Uniport,300,Law,1.65,7 C's, 
S09548,Female,Uniport,300,Accounting,4.16,9 B's,380
S09549,Female,Unizik,400,Accounting,2.22,8 C's,394
S09550,Female,UniIbadan,400,Economics,3.81,8 A's,280
S09551,Female,Unizik,100,Medicine,4.23,7 C's,205
S09552,Male,UniJos,400,Law,2.48,,173
S09553,Female,UniIbadan,400,Accounting,1.42,8 C's,321
S09554,Female,UniIbadan,400,Accounting,4.12,9 C's,214
S09555,Other,UniIlorin,300,Law,,5 B's,163
S09556,Female,Unilag,400,Law,2.81,,308
S09557,Female,UniJos,300,Accounting, ,5 D's,162
S09558,Female,UniIbadan,300,Engineering,1.42,6 C's,335
S09559,Male,UniJos,200,Medicine,4.05,9 C's,233
S09560,Female,Uniben,100,Accounting,2.33,6 D's,196
S09561,Female,UniIlorin,100,Law,3.88,8 D's,222
S09562,Male,Unilag,300,Accounting,1.19,8 D's,207
S09563,Male,Uniben,200,Economics,2.93,8 C's,384
S09564,Female,Unilag,400,Accounting,4.96,6 C's,189
S09565,Female,Unizik,200,Economics,4.47,9 A's,387
S09566,Female,UniIbadan,100,Engineering,3.14,5 D's,400
S09567,Female,UniIlorin,300,Law,2.48,5 D's,379
S09568,Male,UniJos,100,Computer Science,3.19,8 D's,177
S09569,Female,UniJos,300,Computer Science,2.85,5 D's,249
S09570,Female,Unilag,400,Accounting,,8 C's,297
S09571,Female,Unizik,100,Accounting,3.64,9 C's,345
S09572,Male,Uniben,100,Accounting,3,7 B's,368
S09573,Male,UniIbadan,400,Engineering,4.74,9 A's,354
S09574,Female,Unilag,300,Computer Science,2.74,5 D's,160
S09575,Female,UniIbadan,400,Engineering,3.83,8 D's,208
S09576,Female,Uniben,300,Medicine,not available,9 D's,299
S09577,Male,UniIlorin,200,Law,4.19,6 B's,381
S09578,Male,Uniben,400,Economics,3.15,5 B's,355
S09579,Male,Unilag,100,Economics, ,6 A's,176
S09580,Male,Uniben,200,Law,3.25,8 B's,178
S09581,Female,UniIlorin,100,Law,2.94,7 C's,362
S09582,Female,UniIbadan,200,Accounting,2.81,9 A's,abc
S09583,Male,Unilag,100,Law,2.08,5 A's,243
S09584,Male,Unilag,100,Law,1.68,5 B's,206
S09585,Male,UniJos,100,Computer Science,3.33,9 C's,272
S09586,Female,UniIlorin,400,Law,,8 A's,351
S09587,Female,UniIlorin,200,Medicine,4.67,5 B's,229
S09588,Male,Uniport,100,Economics,2.28,9 A's,348
S09589,Female,Unizik,100,Accounting,2.66,7 B's, 
S09590,Female,UniIbadan,200,Computer Science,4.96,6 C's,249
S09591,Male,Uniport,300,Medicine,3.08,9 C's,302
S09592,Female,Unilag,100,Law,1.08,9 C's,255
S09593,Female,Uniben,200,Accounting,1.91,5 D's,221
S09594,Male,UniIbadan,200,Accounting,1.18,5 A's,273
S09595,Female,Uniben,100,Economics,abc,9 D's,231
S09596,Male,Uniport,400,Economics,4.14,8 B's, 
S09597,Female,UniIbadan,100,Engineering,2.47,9 A's,304
S09598,Female,Unizik,400,Medicine,2.79,6 A's,303
S09599,Female,Unizik,400,Economics,2.94,9 B's,209
S09600,Female,UniJos,200,Law, ,8 B's,285
S09601,Female,Unilag,300,Medicine,4.73,5 C's,NaN
S09602,Male,Uniport,300,Economics,2.02,5 A's,163
S09603,Male,UniIlorin,400,Computer Science,2.43,9 B's,262
S09604,Female,Uniben,100,Accounting,4.72,5 C's,212
S09605,Male,UniJos,200,Economics,1.72,8 C's,235
S09606,Female,Unizik,400,Economics,,,205
S09607,Female,UniIlorin,400,Engineering,4.38,9 D's,207
S09608,Female,Uniben,400,Economics,1.25,8 A's,171
S09609,Female,Unilag,400,Law,not available,5 D's,395
S09610,Female,UniIbadan,200,Economics,2.21,5 D's,
S09611,Male,UniJos,100,Law,3.1,8 A's,173
S09612,Female,Uniport,200,Computer Science,3,5 B's,314
S09613,Other,Uniport,400,Accounting,1.76,9 D's,331
S09614,Female,Unilag,400,Economics,3.76,5 C's,169
S09615,Female,Uniport,200,Computer Science, ,6 D's,389
S09616,Male,Uniben,100,Medicine,1.19,6 A's,
S09617,Male,Unilag,200,Accounting,3.16,8 A's,298
S09618,Female,Uniport,300,Computer Science,1.5,5 D's,203
S09619,Female,Unilag,100,Law,2.36,6 C's,205
S09620,Male,UniIbadan,400,Engineering,1.59,6 B's,222
S09621,Female,Uniben,300,Medicine,4.57,5 D's,366
S09622,Female,UniJos,100,Computer Science,4.66,5 B's,231
S09623,Female,UniJos,100,Medicine,3.24,6 C's,268
S09624,Female,UniIbadan,300,Law,3.65,7 C's,233
S09625,Male,Uniport,400,Law,,5 D's,225
S09626,Female,UniIlorin,100,Law,3.71,6 D's,236
S09627,Male,Uniport,400,Economics,not available,8 A's,379
S09628,Male,Unilag,100,Accounting,4.54,5 C's,255
S09629,Male,UniIbadan,400,Accounting, ,5 C's,321
S09630,Female,UniJos,200,Law,1.45,5 D's,275
S09631,Male,UniIlorin,400,Economics,4.05,6 B's,256
S09632,Male,Unizik,400,Engineering,3.4,5 A's,161
S09633,Female,UniIbadan,200,Accounting,3.08,8 B's,323
S09634,Female,UniJos,300,Accounting,4.5,9 C's,264
S09635,Female,Unilag,300,Accounting,3.84,5 C's,282
S09636,Male,UniIlorin,300,Economics,2.87,9 A's,NaN
S09637,Female,UniJos,200,Accounting,abc,8 A's,184
S09638,Male,UniJos,300,Computer Science,4.65,5 D's,347
S09639,Male,Uniport,100,Medicine,2.76,5 D's,252
S09640,Male,UniIbadan,100,Medicine,4.83,9 C's,153
S09641,Male,UniJos,300,Medicine,4.67,7 B's,159
S09642,Female,Unilag,100,Law,4.03,7 C's,319
S09643,Male,UniJos,300,Law,1.34,,234
S09644,Female,Uniport,100,Accounting,3.54,7 B's,339
S09645,Male,Uniben,400,Computer Science,not available,6 A's,345
S09646,Male,UniIbadan,100,Law,4.3,8 D's,214
S09647,Female,Unilag,100,Law,not available,8 B's,214
S09648,Female,UniIlorin,300,Medicine,4.32,8 A's,296
S09649,Male,UniIlorin,300,Economics,1.09,6 D's,332
S09650,Male,Unizik,200,Economics,1.3,9 C's,386
S09651,Male,Unilag,400,Accounting,2.7,9 B's,266
S09652,Female,Unizik,100,Medicine,3.28,,192
S09653,Male,Unizik,200,Accounting,4.02,5 D's,302
S09654,Male,Unilag,400,Computer Science,2.11,9 C's,348
S09655,Female,UniJos,400,Computer Science,2.92,5 A's,
S09656,Male,UniIlorin,100,Engineering,abc,7 C's,169
S09657,Male,Uniport,100,Medicine,3.54,5 D's,285
S09658,Female,Unizik,200,Engineering,1.47,9 B's,376
S09659,Male,Uniben,100,Medicine,NaN,5 C's,
S09660,Female,UniIlorin,400,Accounting,2.19,6 C's,273
S09661,Male,Uniben,300,Computer Science,1.61,9 C's,224
S09662,Female,Uniben,300,Law,4.61,9 B's,357
S09663,Female,Unizik,200,Computer Science,not available,6 A's,242
S09664,Female,UniIlorin,100,Economics,2.27,9 C's,354
S09665,Male,Unizik,100,Economics,3.25,7 B's,295
S09666,Male,Uniport,200,Law,1.28,6 A's,297
S09667,Male,UniJos,300,Accounting,not available,9 D's,304
S09668,Male,UniIlorin,100,Economics,1.2,9 D's,166
S09669,Male,UniIlorin,200,Law,3.12,,308
S09670,Female,UniIlorin,200,Economics,1.12,6 D's,231
S09671,Male,UniIbadan,200,Economics,2.98,8 D's,240
S09672,Male,UniJos,300,Medicine,3.11,8 C's,259
S09673,Female,UniJos,300,Law,3.89,7 C's,172
S09674,Male,UniIlorin,200,Medicine,4.35,5 A's,
S09675,Male,Unilag,200,Economics,4.31,,277
S09676,Male,Uniport,400,Economics,3.72,8 B's,265
S09677,Male,Uniben,400,Medicine,2.82,5 D's,394
S09678,Male,UniIlorin,200,Accounting,1.82,7 B's,342
S09679,Male,Uniport,400,Engineering,3.55,8 A's,303
S09680,Male,UniIbadan,300,Engineering,4.58,7 B's,368
S09681,Female,Unizik,400,Medicine,2.23,6 B's,191
S09682,Female,UniJos,200,Engineering,3.39,5 B's,291
S09683,Female,Unizik,200,Accounting,3.23,5 D's,265
S09684,Female,Unilag,100,Law,3.33,5 C's,327
S09685,Female,UniIbadan,100,Law,2.53,8 B's,157
S09686,Female,Uniport,300,Law,1.37,9 D's,155
S09687,Female,Unizik,200,Medicine,3.58,5 D's,209
S09688,Female,Uniport,400,Computer Science,3.51,6 C's,155
S09689,Other,UniIlorin,200,Engineering,3.19,,207
S09690,Male,Unilag,100,Law,3.21,,399
S09691,Other,Unilag,100,Law,1.86,6 B's,297
S09692,Female,UniJos,100,Economics,2.09,7 B's,231
S09693,Male,UniIbadan,100,Law,NaN,,361
S09694,Female,UniIlorin,300,Law,2.55,5 C's,323
S09695,Female,Unilag,300,Economics,1.69,6 C's,260
S09696,Female,Unizik,300,Law,1.73,,263
S09697,Female,UniJos,200,Medicine,4.26,9 D's,351
S09698,Female,UniJos,400,Accounting,2.96,8 B's,396
S09699,Female,UniIbadan,100,Medicine,2.26,9 A's,314
S09700,Male,UniIbadan,100,Medicine,3.64,6 B's,321
S09701,Female,Uniben,300,Computer Science,2.92,5 B's,207
S09702,Male,UniJos,400,Economics,1.16,8 B's,266
S09703,Female,Uniport,200,Law,abc,8 D's,203
S09704,Female,Uniport,100,Engineering,1.14,6 D's,207
S09705,Female,Uniport,200,Law,1.51,6 D's,abc
S09706,Female,UniIlorin,400,Economics,not available,9 B's, 
S09707,Male,UniJos,400,Medicine,3.59,5 D's,199
S09708,Male,Uniben,100,Law,2.26,5 C's,224
S09709,Female,Unilag,100,Medicine,not available,8 B's,308
S09710,Female,Unilag,200,Engineering,3.84,7 B's, 
S09711,Male,UniJos,100,Law,3.39,9 C's,321
S09712,Female,Uniben,100,Engineering,3.26,8 A's,273
S09713,Female,Unizik,100,Economics,2.68,6 D's,160
S09714,Female,Unizik,300,Law,1.21,5 D's,279
S09715,Female,UniIlorin,400,Economics,3.05,7 C's,398
S09716,Female,UniIlorin,400,Engineering,2.3,9 A's,392
S09717,Female,Uniben,100,Accounting,2.26,6 D's,293
S09718,Male,Unizik,300,Computer Science,4.65,,221
S09719,Female,Uniben,100,Engineering,4.02,9 B's,303
S09720,Male,UniIbadan,400,Accounting,4.87,5 B's,154
S09721,Female,UniIlorin,300,Medicine,abc,8 A's,266
S09722,Male,UniIlorin,300,Accounting,1.58,8 C's,185
S09723,Male,Uniport,200,Accounting,4.26,5 C's,243
S09724,Male,Uniport,300,Computer Science,2.92,6 B's,318
S09725,Female,Unizik,100,Law, ,8 B's,224
S09726,Female,UniIbadan,400,Economics,4.11,5 D's,341
S09727,Male,UniJos,400,Computer Science,4.11,5 D's,237
S09728,Female,Unilag,300,Law,NaN,9 B's,363
S09729,Female,Unilag,300,Engineering,4.14,5 B's,261
S09730,Female,Uniport,200,Computer Science,1.63,5 C's,203
S09731,Female,UniJos,400,Economics,2.21,9 A's,301
S09732,,UniIlorin,100,Accounting,1.35,9 D's,309
S09733,Male,Uniben,200,Computer Science,4.66,5 B's,300
S09734,Male,Uniport,400,Economics,1.22,8 C's,234
S09735,Female,Uniport,200,Accounting,NaN,9 B's,321
S09736,Male,UniJos,400,Medicine,2.4,6 D's,389
S09737,Female,UniIlorin,200,Economics,4.53,9 C's,243
S09738,Female,Uniben,100,Engineering,2.47,6 D's,
S09739,Male,Uniben,300,Computer Science,2.75,5 C's,247
S09740,Female,Unilag,200,Computer Science,1.84,5 D's,355
S09741,Female,UniIlorin,300,Computer Science,1.9,6 C's,263
S09742,Female,UniIbadan,300,Economics,2.45,9 C's,233
S09743,Male,Uniport,400,Law,1.09,7 C's,355
S09744,Male,UniIbadan,100,Computer Science,not available,5 A's,228
S09745,Female,Uniport,200,Engineering, ,8 A's,188
S09746,Male,Unilag,300,Medicine,2.87,6 C's,304
S09747,Male,UniIbadan,300,Computer Science,2.19,8 C's,224
S09748,Male,UniIbadan,300,Law,3.61,5 D's,364
S09749,Female,UniIbadan,200,Economics,1.33,9 C's,396
S09750,Male,Uniben,200,Economics,1.63,5 A's,326
S09751,Male,UniJos,300,Law,4.2,9 D's,332
S09752,Male,Uniben,300,Accounting,1.18,,187
S09753,Male,Uniben,400,Medicine,2.28,9 A's,305
S09754,Female,UniIlorin,100,Engineering,3.69,6 B's,369
S09755,Female,UniIbadan,400,Computer Science,4.55,8 B's,238
S09756,Female,Unilag,100,Medicine,4.63,6 B's,319
S09757,Male,Unilag,400,Medicine,5,6 B's,
S09758,Female,UniJos,300,Medicine,2.24,6 A's,164
S09759,Female,Unilag,300,Accounting,4.28,6 B's,320
S09760,Male,Unizik,300,Engineering,3.14,8 B's,339
S09761,Female,Uniben,400,Computer Science,3.64,6 C's,286
S09762,Male,Uniport,100,Medicine, ,,240
S09763,Female,Unilag,400,Medicine,1.98,6 B's,191
S09764,Female,Unilag,400,Economics,3.87,,261
S09765,Female,Uniben,400,Engineering,4.81,8 B's,315
S09766,Female,UniIlorin,300,Accounting,1.46,8 A's,151
S09767,Female,UniJos,200,Economics,NaN,,251
S09768,Female,Uniport,100,Computer Science,3.43,9 D's,343
S09769,Male,UniIbadan,400,Law,3.87,6 D's,169
S09770,,UniIbadan,400,Computer Science, ,8 A's,
S09771,Female,Unilag,300,Engineering,1.5,9 A's,342
S09772,Male,Uniport,100,Engineering,3.09,5 A's,294
S09773,Male,UniIbadan,300,Medicine,4.18,5 A's,283
S09774,Male,Uniben,400,Medicine,,9 A's,342
S09775,Female,UniJos,100,Computer Science,4.64,6 D's,239
S09776,Male,UniIlorin,400,Computer Science,1.34,6 A's,abc
S09777,Female,Uniport,400,Medicine,2.76,5 A's,265
S09778,Female,Unizik,300,Medicine,4.29,9 C's,176
S09779,Male,Uniport,200,Economics,3.65,5 D's,244
S09780,Female,UniJos,400,Accounting,NaN,9 C's,199
S09781,Male,Uniben,400,Medicine,abc,7 B's,296
S09782,Female,Uniben,200,Medicine,1.73,8 C's,327
S09783,Male,UniIbadan,300,Computer Science,2.19,5 A's,211
S09784,Female,Uniben,400,Medicine,2.6,8 D's,384
S09785,Female,Uniben,100,Engineering,4.61,9 B's,321
S09786,Female,UniJos,100,Medicine,4.99,7 C's,337
S09787,Male,Uniport,300,Medicine,4.47,6 B's,207
S09788,Male,UniIlorin,200,Medicine,4.37,6 A's,210
S09789,Male,UniIlorin,100,Accounting,2.81,8 B's,390
S09790,Female,Unilag,300,Accounting,not available,9 A's,194
S09791,Female,UniIbadan,300,Computer Science,3.29,7 C's,392
S09792,Male,Uniport,100,Economics,4.48,9 A's,152
S09793,Male,Unilag,400,Economics,1.52,,187
S09794,Female,Uniben,200,Engineering,1.94,6 B's,344
S09795,Male,Uniport,100,Computer Science,4,5 D's,239
S09796,Other,Unizik,300,Economics,4.5,9 B's,214
S09797,Male,UniIlorin,400,Law,2.91,9 A's,151
S09798,Male,UniJos,300,Medicine,3.75,8 D's,190
S09799,Female,Uniport,300,Economics,2.94,7 B's,279
S09800,Male,UniIlorin,400,Engineering,3.99,7 B's,187
S09801,Female,Unilag,300,Medicine,4.83,,376
S09802,Male,Unilag,300,Accounting, ,5 B's,284
S09803,Female,Uniben,200,Engineering,NaN,9 D's,328
S09804,Female,UniIbadan,100,Accounting,3.52,6 C's,381
S09805,,Uniport,100,Accounting,2.51,5 C's,168
S09806,Male,UniIlorin,200,Law,2.74,6 C's,204
S09807,Male,Unilag,100,Engineering,4.29,9 C's,175
S09808,Female,Uniben,200,Law,,6 A's,325
S09809,Female,Unizik,300,Accounting,1.56,9 D's,290
S09810,Male,Uniport,100,Medicine,1.36,9 D's,227
S09811,Female,UniJos,200,Law,1.21,8 B's,296
S09812,Female,Unilag,300,Economics,4.91,9 A's,320
S09813,Male,Uniport,100,Medicine,3.99,9 C's,349
S09814,Male,Uniport,200,Computer Science,1.03,5 D's,286
S09815,Female,UniIlorin,400,Engineering,1.67,9 A's,not available
S09816,Female,UniIlorin,100,Engineering,2.45,6 D's,377
S09817,Male,Unilag,300,Economics,3.09,7 B's,269
S09818,Female,UniIlorin,100,Engineering,4.42,6 A's,157
S09819,Female,Unilag,400,Law,4.4,8 D's,248
S09820,Female,Unizik,300,Economics,1.96,9 C's,317
S09821,Male,UniIlorin,300,Computer Science,4.98,9 A's,
S09822,Female,Uniben,300,Economics,2.92,5 C's,396
S09823,Female,Unizik,300,Engineering,3.35,,abc
S09824,Male,Uniport,100,Engineering,2.06,8 C's,328
S09825,Male,Unilag,400,Medicine,4.64,8 D's,247
S09826,Female,Uniben,100,Accounting,,7 B's,abc
S09827,Female,UniJos,200,Law,4.03,,172
S09828,Female,UniIbadan,300,Law,2.88,9 C's,165
S09829,Female,Uniben,100,Engineering,4.86,9 B's,381
S09830,Female,UniIlorin,100,Computer Science,3.5,8 A's,296
S09831,Male,Uniben,400,Medicine,2.11,8 A's,
S09832,Male,Uniport,300,Economics,2.34,,156
S09833,Male,Unizik,400,Accounting,3.65,6 A's,305
S09834,Male,UniIbadan,100,Economics,abc,9 C's,393
S09835,Female,UniJos,100,Accounting,1.67,5 A's,200
S09836,Male,UniIbadan,400,Medicine,4.08,6 B's,164
S09837,Female,Uniben,200,Medicine,2.35,8 C's,331
S09838,Female,Unizik,300,Accounting,1.52,6 C's,290
S09839,Male,Uniport,100,Law,2.1,5 C's,220
S09840,Male,Uniben,200,Economics,4.94,5 B's,306
S09841,Female,Uniben,100,Medicine,3.36,5 D's,368
S09842,Male,Uniport,100,Engineering,1.25,6 A's,195
S09843,Male,Uniben,300,Medicine,not available,,305
S09844,Male,UniJos,400,Economics,3.09,6 D's,347
S09845,Male,Unizik,400,Medicine,1.21,9 B's,378
S09846,Male,UniIlorin,100,Engineering,1.56,5 B's,206
S09847,Male,Uniben,400,Accounting,2.84,9 B's,179
S09848,Male,Unilag,300,Law,3.51,5 B's,381
S09849,Male,UniIbadan,400,Law,2.71,5 B's,187
S09850,Other,UniJos,300,Medicine,4.07,,364
S09851,Female,UniIlorin,400,Economics,,6 A's,325
S09852,Female,Unizik,400,Engineering,1.3,7 B's,257
S09853,Male,Uniben,400,Medicine,2.68,6 A's,192
S09854,,UniIlorin,400,Economics,1.34,9 C's,362
S09855,Female,Unizik,400,Medicine, ,8 D's,not available
S09856,Male,UniIlorin,200,Accounting,1.37,6 D's,175
S09857,Female,Uniport,400,Medicine,3.06,7 B's,381
S09858,Female,Unizik,300,Medicine,1.9,,291
S09859,Female,UniJos,400,Medicine,4.84,9 D's,326
S09860,Male,Unizik,300,Engineering,2.86,8 C's,284
S09861,Male,UniJos,300,Computer Science,2.17,5 B's,247
S09862,Male,Uniport,400,Law,1.97,6 B's,387
S09863,Female,Unizik,200,Computer Science,4.17,8 D's,340
S09864,Female,UniIlorin,400,Economics,2.93,5 A's,310
S09865,Female,Uniben,400,Engineering,4.44,6 C's,223
S09866,Female,UniIlorin,100,Medicine,3,7 B's,399
S09867,Female,UniIlorin,200,Medicine,1.81,6 B's,392
S09868,Male,Uniport,400,Medicine,2.55,5 A's,263
S09869,Female,Unilag,400,Economics,not available,5 B's,347
S09870,Male,Uniport,400,Law,3.83,8 C's,247
S09871,Male,UniIbadan,400,Computer Science,4.47,6 C's,191
S09872,Female,UniIbadan,100,Law,3.78,,155
S09873,Female,Unilag,400,Computer Science,3.27,6 C's,171
S09874,Male,Uniport,300,Computer Science,4.74,9 A's,337
S09875,Female,Uniben,400,Accounting,3.33,8 D's,200
S09876,Female,Unizik,100,Law,abc,7 C's,373
S09877,Female,Unilag,400,Engineering,abc,5 A's,352
S09878,Male,UniIlorin,100,Law,4.01,8 C's,389
S09879,Female,UniIbadan,100,Engineering,3.48,6 C's,257
S09880,Female,Unizik,400,Economics,4.45,9 C's, 
S09881,Female,Uniben,100,Economics,1.94,8 D's,324
S09882,Female,Unizik,300,Law,4.23,6 D's,259
S09883,Male,Uniport,400,Medicine,2.09,5 C's,308
S09884,Male,Uniben,300,Accounting,2.11,8 A's,318
S09885,Male,Unizik,400,Economics,1.2,6 C's,267
S09886,Male,UniIbadan,200,Economics,2.07,5 D's,200
S09887,Female,UniJos,300,Engineering,4.48,9 A's,
S09888,Female,Uniben,100,Law,3.68,5 C's, 
S09889,Male,UniIbadan,400,Economics,3.01,6 D's,277
S09890,Male,Unilag,100,Medicine,4.76,7 C's,243
S09891,Male,Unizik,100,Law,4.07,6 C's,252
S09892,Male,Unizik,200,Economics,1.16,5 C's,181
S09893,Female,UniJos,400,Law,1.72,5 A's,241
S09894,Male,UniIlorin,300,Accounting,1.09,9 C's,281
S09895,Male,Uniport,400,Economics,4.25,6 B's,236
S09896,Female,Uniben,300,Law,1.37,,256
S09897,Male,Unilag,400,Medicine,1.47,5 B's,400
S09898,Male,UniJos,300,Engineering,2.11,9 D's,196
S09899,,UniIbadan,200,Engineering,3.15,9 B's,158
S09900,Female,UniIlorin,400,Law,4.43,,237
S09901,Female,UniIbadan,400,Engineering,2.6,5 A's,397
S09902,Male,UniIbadan,100,Computer Science,1.83,,not available
S09903,Female,UniIbadan,400,Economics,3,6 D's,250
S09904,Female,UniIlorin,200,Computer Science,1.67,8 D's,224
S09905,Male,Uniport,400,Accounting,4.51,5 D's,205
S09906,Male,Unizik,100,Medicine,1.34,,211
S09907,Female,Uniben,400,Law,3.12,7 B's,254
S09908,,Uniben,200,Computer Science,1.46,5 C's,181
S09909,Female,Unilag,400,Engineering,3.34,5 C's,214
S09910,Male,UniIbadan,300,Medicine,4.19,8 D's,181
S09911,Female,UniIlorin,100,Accounting,2.72,9 D's,391
S09912,Male,UniIlorin,100,Accounting,4.66,8 A's,217
S09913,Male,UniJos,200,Law,1.91,9 A's,331
S09914,Female,Unilag,200,Computer Science, ,5 D's,311
S09915,Other,UniIbadan,100,Accounting,1.12,5 A's,284
S09916,Male,UniJos,400,Medicine,3.42,8 A's,380
S09917,Male,Uniport,400,Computer Science,not available,6 A's,263
S09918,Male,Unizik,200,Medicine,2.82,6 A's, 
S09919,Female,Unizik,300,Accounting,4.41,6 D's,393
S09920,Female,Unizik,300,Accounting,2.14,9 B's,189
S09921,Male,UniIlorin,200,Law,abc,6 C's,334
S09922,Male,Unizik,400,Engineering,4.54,5 D's,201
S09923,,UniJos,300,Law,4.71,9 A's,275
S09924,Male,Unilag,200,Law,2.6,5 D's,351
S09925,Male,UniIlorin,100,Law,1.29,6 A's,277
S09926,Male,Unizik,100,Law,3.54,5 A's,308
S09927,Male,Uniport,300,Accounting,4.85,9 D's, 
S09928,Female,UniIbadan,300,Engineering,3.65,7 B's,316
S09929,Male,Uniport,100,Engineering,not available,6 C's,176
S09930,Female,UniIbadan,100,Economics,4.51,5 C's,344
S09931,Male,UniIbadan,400,Law,4.07,7 B's,350
S09932,Female,Unilag,400,Law,2.38,5 A's,277
S09933,Female,Unizik,300,Economics,1.73,6 B's,373
S09934,Male,Uniport,200,Law,4.66,9 D's,306
S09935,Female,Unizik,200,Medicine,3.62,8 B's,234
S09936,Male,UniIbadan,100,Medicine,2.42,7 B's,283
S09937,Male,Unizik,300,Medicine,3.03,9 D's,341
S09938,Female,Uniport,300,Accounting,2.87,9 B's,172
S09939,Male,UniIlorin,200,Law,4.84,6 A's,392
S09940,Male,UniIlorin,100,Engineering,2.43,7 C's,NaN
S09941,Male,UniIlorin,100,Economics,2.12,6 C's,not available
S09942,Male,Unilag,400,Computer Science,3.94,6 C's,275
S09943,Male,Uniport,100,Medicine,2.37,9 A's,182
S09944,Female,Unizik,100,Law,1.62,,328
S09945,Female,Uniport,100,Accounting,2.33,6 B's,334
S09946,Male,Uniben,100,Accounting,4.65,5 B's,330
S09947,Male,UniIbadan,400,Law,1.65,5 A's,332
S09948,Female,Unilag,100,Economics,1.66,6 A's,297
S09949,Male,Unilag,400,Law,2.01,6 B's,abc
S09950,Female,UniIbadan,100,Computer Science,3.9,6 A's, 
S09951,,Uniben,100,Accounting,2.03,6 D's,202
S09952,Male,Unilag,100,Engineering, ,9 B's,252
S09953,Male,UniIlorin,100,Law,abc,6 D's,270
S09954,Female,UniIbadan,400,Accounting,1.42,9 C's,266
S09955,Female,Uniben,100,Accounting,3.02,5 D's,387
S09956,Male,Unilag,300,Medicine,4.87,6 D's,176
S09957,Female,Unilag,100,Engineering,2.81,5 A's,161
S09958,Male,UniJos,100,Computer Science,4.25,5 A's,226
S09959,Female,Uniben,200,Law,2.6,9 C's,235
